fname,itp,tp_prob,its,ts_prob
HK.HKCC2.npz_487500.npz,[],[],[],[]
HK.HKCC2.npz_483000.npz,[],[],[],[]
HK.HKCC2.npz_481500.npz,[],[],[],[]
HK.HKCC2.npz_480000.npz,[],[],[],[]
HK.HKCC2.npz_489000.npz,[],[],[],[]
HK.HKCC2.npz_484500.npz,[],[],[],[]
HK.HKCC2.npz_498000.npz,[],[],[],[]
HK.HKCC2.npz_490500.npz,[],[],[],[]
HK.HKCC2.npz_499500.npz,[],[],[],[]
HK.HKCC2.npz_495000.npz,[],[],[],[]
HK.HKCC2.npz_493500.npz,[],[],[],[]
HK.HKCC2.npz_492000.npz,[],[],[],[]
HK.HKCC2.npz_501000.npz,[],[],[],[]
HK.HKCC2.npz_496500.npz,[],[],[],[]
HK.HKCC2.npz_510000.npz,[],[],[],[]
HK.HKCC2.npz_502500.npz,[],[],[],[]
HK.HKCC2.npz_511500.npz,[],[],[],[]
HK.HKCC2.npz_507000.npz,[],[],[],[]
HK.HKCC2.npz_505500.npz,[],[],[],[]
HK.HKCC2.npz_504000.npz,[],[],[],[]
HK.HKCC2.npz_513000.npz,[],[],[],[]
HK.HKCC2.npz_508500.npz,[],[],[],[]
HK.HKCC2.npz_522000.npz,[],[],[],[]
HK.HKCC2.npz_514500.npz,[],[],[],[]
HK.HKCC2.npz_523500.npz,[],[],[],[]
HK.HKCC2.npz_519000.npz,[],[],[],[]
HK.HKCC2.npz_517500.npz,[],[],[],[]
HK.HKCC2.npz_516000.npz,[],[],[],[]
HK.HKCC2.npz_525000.npz,[],[],[],[]
HK.HKCC2.npz_520500.npz,[2469],[ 0.31529915],[],[]
HK.HKCC2.npz_534000.npz,[],[],[],[]
HK.HKCC2.npz_526500.npz,[],[],[],[]
HK.HKCC2.npz_535500.npz,[],[],[],[]
HK.HKCC2.npz_531000.npz,[],[],[],[]
HK.HKCC2.npz_529500.npz,[],[],[],[]
HK.HKCC2.npz_528000.npz,[],[],[],[]
