fname,itp,tp_prob,its,ts_prob
CCC.mseed_996000,[1308],[ 0.8585343],[1673],[ 0.87215114]
CCC.mseed_999000,[1941],[ 0.9695244],[2278],[ 0.8563005]
CCC.mseed_1002000,[1167],[ 0.4134871],[ 759 1537],[ 0.32972264  0.80693144]
CCC.mseed_1005000,[2476],[ 0.89069366],[2833],[ 0.8619054]
CCC.mseed_1008000,[],[],[125],[ 0.30427834]
CCC.mseed_1011000,[  41 1701],[ 0.5469737  0.9625945],[2062],[ 0.89711547]
CCC.mseed_1014000,[935],[ 0.8624731],[1281],[ 0.5508588]
CCC.mseed_1017000,[283],[ 0.82710946],[665],[ 0.6896203]
CCC.mseed_1020000,[1847],[ 0.75168115],[],[]
CCC.mseed_1023000,[1662],[ 0.91094893],[2016],[ 0.75457036]
CCC.mseed_1026000,[2234],[ 0.9530751],[2646],[ 0.7482992]
CCC.mseed_1029000,[],[],[63],[ 0.4395352]
CCC.mseed_1032000,[1754],[ 0.9238416],[2097],[ 0.9291604]
CCC.mseed_1035000,[1394 2384],[ 0.90375036  0.5169653 ],[1741 2725],[ 0.6453704   0.80506605]
CCC.mseed_1038000,[2304],[ 0.9302664],[2637],[ 0.7555163]
CCC.mseed_1041000,[1890],[ 0.93213946],[2287],[ 0.9172893]
CCC.mseed_1044000,[2186],[ 0.97510725],[2534],[ 0.7634405]
CCC.mseed_1047000,[1391],[ 0.88850373],[  91 1733],[ 0.42234433  0.71645874]
CCC.mseed_1050000,[1591],[ 0.85437495],[ 337 1948 2025 2739],[ 0.781477    0.4567271   0.33069232  0.4797708 ]
CCC.mseed_1053000,[2707],[ 0.89321935],[],[]
CCC.mseed_1056000,[507],[ 0.8635054],[829],[ 0.7172542]
CCC.mseed_1059000,[9],[ 0.45789436],[],[]
CCC.mseed_1062000,[ 703 2590],[ 0.54220456  0.9103855 ],[1137 2938],[ 0.5776824  0.666278 ]
CCC.mseed_1065000,[2073],[ 0.9571418],[2425],[ 0.7433912]
CCC.mseed_1068000,[570],[ 0.9447169],[981],[ 0.78850925]
CCC.mseed_1071000,[1206 2482],[ 0.8679257  0.9494374],[ 201 1537 2917],[ 0.30796936  0.71449906  0.8333767 ]
CCC.mseed_1074000,[1115],[ 0.8096027],[  45 1466],[ 0.31247944  0.8763004 ]
CCC.mseed_1077000,[1771],[ 0.98230714],[2102],[ 0.8820963]
CCC.mseed_1080000,[1587],[ 0.91430646],[1928],[ 0.86568296]
CCC.mseed_1083000,[ 680 1349 1932 2607],[ 0.32886058  0.5066444   0.89404804  0.30023673],[1012 2240],[ 0.6683745   0.89312404]
CCC.mseed_1086000,[1572],[ 0.97601444],[1930],[ 0.8924842]
CCC.mseed_1089000,[802],[ 0.9522612],[1186],[ 0.82041407]
CCC.mseed_1092000,[ 167  957 1727],[ 0.8943682   0.63252485  0.3875359 ],[ 590 1391 1990],[ 0.6174862   0.70105594  0.44797522]
CCC.mseed_1095000,[ 839 2043 2897],[ 0.82629454  0.30869216  0.39042452],[1213],[ 0.706483]
CCC.mseed_1098000,[1231],[ 0.9513647],[ 225 1581],[ 0.7841106   0.85187644]
CCC.mseed_1101000,[2733],[ 0.85607845],[],[]
CCC.mseed_1104000,[1992],[ 0.683124],[2527],[ 0.60169435]
CCC.mseed_1107000,[],[],[43],[ 0.34923622]
CCC.mseed_1110000,[],[],[125],[ 0.8884496]
CCC.mseed_1113000,[ 478 1923],[ 0.9691683  0.777857 ],[ 857 2265],[ 0.8238508  0.8037271]
CCC.mseed_1116000,[1280],[ 0.987884],[1639],[ 0.9164892]
CCC.mseed_1119000,[],[],[45],[ 0.54634446]
CCC.mseed_1122000,[],[],[149],[ 0.74222606]
CCC.mseed_1125000,[688],[ 0.85546017],[1022],[ 0.9237429]
CCC.mseed_1128000,[340],[ 0.83522904],[684],[ 0.8604787]
CCC.mseed_1131000,[ 322 1101],[ 0.94741154  0.53803456],[ 670 1397],[ 0.79436755  0.84409183]
CCC.mseed_1134000,[ 248 1327],[ 0.33415642  0.8319269 ],[1636 2477],[ 0.85753757  0.35536492]
CCC.mseed_1137000,[1938],[ 0.9698099],[2346],[ 0.91078603]
CCC.mseed_1140000,[ 997 2352],[ 0.37040606  0.82275337],[1340 2680],[ 0.64170897  0.8153394 ]
CCC.mseed_1143000,[234],[ 0.93801653],[ 550 1112],[ 0.8585915  0.451144 ]
CCC.mseed_1146000,[171],[ 0.943636],[397],[ 0.56800824]
CCC.mseed_1149000,[593],[ 0.97842795],[935],[ 0.5151463]
CCC.mseed_1152000,[1518 2528],[ 0.9293731  0.7788731],[1946 2913],[ 0.65941155  0.8275071 ]
CCC.mseed_1155000,[1203],[ 0.87144417],[1616],[ 0.7119684]
CCC.mseed_1158000,[ 104 1121],[ 0.45220247  0.9467038 ],[1483],[ 0.82288045]
CCC.mseed_1161000,[ 390 1719],[ 0.96687204  0.5135844 ],[746],[ 0.81600523]
CCC.mseed_1164000,[ 348 2799],[ 0.5773299  0.893726 ],[415],[ 0.35954323]
CCC.mseed_1167000,[2502],[ 0.9639491],[2865],[ 0.90998703]
CCC.mseed_1170000,[],[],[],[]
CCC.mseed_1173000,[],[],[],[]
CCC.mseed_1176000,[1412],[ 0.52102226],[1801],[ 0.7623136]
CCC.mseed_1179000,[],[],[],[]
CCC.mseed_1182000,[781],[ 0.6675659],[],[]
CCC.mseed_1185000,[1144],[ 0.9359387],[1494],[ 0.7544436]
CCC.mseed_1188000,[],[],[],[]
CCC.mseed_1191000,[],[],[1684],[ 0.75273734]
CCC.mseed_1194000,[1808],[ 0.94958925],[1140 2184],[ 0.57443464  0.89008576]
CCC.mseed_1197000,[1402],[ 0.75025976],[1746],[ 0.7621523]
CCC.mseed_1200000,[1358],[ 0.9844413],[ 162 1698],[ 0.88195544  0.9222651 ]
CCC.mseed_1203000,[1875],[ 0.36909968],[2243],[ 0.7471356]
CCC.mseed_1206000,[2043],[ 0.9445718],[2385],[ 0.8122387]
CCC.mseed_1209000,[597],[ 0.74782294],[966],[ 0.72457266]
CCC.mseed_1212000,[ 548 2309],[ 0.9520026  0.773464 ],[ 886 2663],[ 0.7023893   0.43698412]
CCC.mseed_1215000,[ 157 2645],[ 0.6733321  0.8374319],[929],[ 0.3515376]
CCC.mseed_1218000,[1490],[ 0.93287563],[1858],[ 0.77991194]
CCC.mseed_1221000,[],[],[],[]
CCC.mseed_1224000,[304],[ 0.96997535],[649],[ 0.8769411]
CCC.mseed_1227000,[  71 2576],[ 0.9819665   0.38958976],[ 501 2965],[ 0.74659866  0.36103952]
CCC.mseed_1230000,[ 419 2505],[ 0.5285763  0.8902705],[ 777 2019 2836],[ 0.80912745  0.40512517  0.6930856 ]
CCC.mseed_1233000,[],[],[1719 2366],[ 0.42981556  0.92365175]
CCC.mseed_1236000,[ 707 2658],[ 0.8969228   0.96764475],[1055],[ 0.53082865]
CCC.mseed_1239000,[950],[ 0.9551113],[1258],[ 0.8436719]
CCC.mseed_1242000,[],[],[521],[ 0.66620284]
CCC.mseed_1245000,[ 12 974],[ 0.5585237  0.381514 ],[ 985 1537 1652],[ 0.4309721  0.3908665  0.6965401]
CCC.mseed_1248000,[2044],[ 0.945672],[2405],[ 0.8360125]
CCC.mseed_1251000,[ 111 1556],[ 0.9680209  0.9014602],[ 464 1897],[ 0.6748349  0.8038123]
CCC.mseed_1254000,[1072 2788],[ 0.7552879   0.42037702],[ 537 1485],[ 0.6446322  0.4776073]
CCC.mseed_1257000,[ 858 1959 2920],[ 0.753588    0.44210792  0.8173489 ],[1159 2569],[ 0.44053063  0.5849094 ]
CCC.mseed_1260000,[1328 2613],[ 0.7916678   0.45868114],[1673 2882],[ 0.8656824  0.839165 ]
CCC.mseed_1263000,[1899],[ 0.9589658],[1530 2248],[ 0.8316541   0.79474986]
CCC.mseed_1266000,[2321],[ 0.51524955],[1187],[ 0.5724387]
CCC.mseed_1269000,[ 767 2293],[ 0.31942818  0.554515  ],[1082],[ 0.8863252]
CCC.mseed_1272000,[1076 1959 2559],[ 0.8560269   0.42071757  0.9215651 ],[  73 1440 2169 2986],[ 0.58632576  0.84579307  0.69796157  0.8584888 ]
CCC.mseed_1275000,[860],[ 0.9772224],[1196],[ 0.58784556]
CCC.mseed_1278000,[ 437 1341],[ 0.94191974  0.97376007],[  46  800 1697],[ 0.74544466  0.63774705  0.8478588 ]
CCC.mseed_1281000,[ 867 1944 2944],[ 0.9741033  0.452049   0.8416297],[1229 2487],[ 0.6930019   0.41677305]
CCC.mseed_1284000,[],[],[309],[ 0.79450667]
CCC.mseed_1287000,[670],[ 0.966653],[1033],[ 0.89366615]
CCC.mseed_1290000,[2660],[ 0.98794365],[],[]
CCC.mseed_1293000,[],[],[88],[ 0.80379486]
CCC.mseed_1296000,[807],[ 0.9538832],[1150 1866],[ 0.88801944  0.66856176]
CCC.mseed_1299000,[1991],[ 0.9552811],[ 489 2349],[ 0.6145448  0.711554 ]
CCC.mseed_1302000,[416],[ 0.98745316],[802],[ 0.8661311]
CCC.mseed_1305000,[377],[ 0.9477447],[721],[ 0.5259599]
CCC.mseed_1308000,[ 188 2249],[ 0.36457068  0.92845774],[ 717 2586],[ 0.39156985  0.7182565 ]
CCC.mseed_1311000,[2752],[ 0.79393065],[2185],[ 0.45079952]
CCC.mseed_1314000,[  96 1868],[ 0.747151   0.9827161],[ 476 2244],[ 0.3508919   0.62916344]
CCC.mseed_1317000,[1417],[ 0.7974075],[ 657 1749],[ 0.5359063  0.8567339]
CCC.mseed_1320000,[ 752 2341],[ 0.9743492  0.3700294],[1102 2779],[ 0.8370987   0.36433136]
CCC.mseed_1323000,[ 565 1853 2617 2927],[ 0.7053302   0.6782387   0.53193426  0.3120137 ],[ 922 2170],[ 0.7866115  0.7729589]
CCC.mseed_1326000,[1499 2565],[ 0.9122735  0.9388824],[ 398 1817 2897],[ 0.53478754  0.8422493   0.78097916]
CCC.mseed_1329000,[726],[ 0.96529996],[1101],[ 0.8561132]
CCC.mseed_1332000,[2442],[ 0.9097818],[2877],[ 0.71479785]
CCC.mseed_1335000,[1674],[ 0.9740554],[2033],[ 0.9152737]
CCC.mseed_1338000,[ 139 2154],[ 0.8565048  0.9574032],[ 484 2513],[ 0.8402806   0.92188835]
CCC.mseed_1341000,[],[],[ 947 1837],[ 0.3194473   0.64357084]
CCC.mseed_1344000,[ 579 1735 2437],[ 0.92288756  0.8423971   0.43215358],[920],[ 0.70864874]
CCC.mseed_1347000,[  15  921 1898 2886],[ 0.5554277   0.39577073  0.936296    0.8435569 ],[ 237 2130],[ 0.6069987   0.76090276]
CCC.mseed_1350000,[632],[ 0.8761093],[256 985],[ 0.6956584  0.7275061]
CCC.mseed_1353000,[132],[ 0.9462215],[484],[ 0.665235]
CCC.mseed_1356000,[2787],[ 0.86584574],[],[]
CCC.mseed_1359000,[],[],[156],[ 0.63892084]
CCC.mseed_1362000,[ 788 2567],[ 0.6774544   0.51269984],[ 969 2916],[ 0.61315304  0.9045955 ]
CCC.mseed_1365000,[ 812 1589 2680],[ 0.95393664  0.9370867   0.32750848],[  35 1180 1937],[ 0.35102215  0.9392329   0.80454016]
CCC.mseed_1368000,[ 368 1622 2835],[ 0.8924244   0.9089194   0.96608233],[  42  670 2053],[ 0.9121793  0.8206518  0.6863126]
CCC.mseed_1371000,[ 423 1641 2936],[ 0.3076123   0.45887563  0.6144616 ],[ 179  756 1645 2031],[ 0.38781488  0.536319    0.33841628  0.4627314 ]
CCC.mseed_1374000,[1081 1168 1831],[ 0.7396288   0.33973438  0.30432916],[1397 2165],[ 0.7172093   0.47600195]
CCC.mseed_1377000,[1751],[ 0.91838884],[2098],[ 0.9217093]
CCC.mseed_1380000,[1974 2540],[ 0.88905114  0.65465033],[2991],[ 0.48345143]
CCC.mseed_1383000,[],[],[43],[ 0.595159]
CCC.mseed_1386000,[1697],[ 0.50594497],[2054],[ 0.77221763]
CCC.mseed_1389000,[ 591 1586 2812 2895],[ 0.95097214  0.8215669   0.5236065   0.8810122 ],[ 940 1936],[ 0.7568019   0.56564456]
CCC.mseed_1392000,[1237 2847],[ 0.4196361   0.98400027],[ 238 1680],[ 0.8008981  0.8882373]
CCC.mseed_1395000,[],[],[174],[ 0.7928798]
CCC.mseed_1398000,[ 895 2495],[ 0.7861327  0.8698387],[1260 2840],[ 0.5792845  0.5687324]
CCC.mseed_1401000,[1470],[ 0.96785],[ 473 1800],[ 0.84154826  0.8039975 ]
CCC.mseed_1404000,[2271],[ 0.67013425],[2468],[ 0.83309585]
CCC.mseed_1407000,[  44 1936],[ 0.7595041  0.9469468],[ 498 2277],[ 0.78148764  0.6999659 ]
CCC.mseed_1410000,[ 339 1925 2860],[ 0.92696244  0.6473868   0.7174821 ],[ 721 2343 2988],[ 0.8617258   0.41939664  0.3589464 ]
CCC.mseed_1413000,[],[],[330],[ 0.8433608]
CCC.mseed_1416000,[2963],[ 0.8450922],[],[]
CCC.mseed_1419000,[1349],[ 0.96168303],[ 302 1721 2911],[ 0.8762908   0.77646416  0.4421334 ]
CCC.mseed_1422000,[1668],[ 0.9717192],[2001],[ 0.77927786]
CCC.mseed_1425000,[ 598 2956],[ 0.94173247  0.59396905],[1029],[ 0.7226255]
CCC.mseed_1428000,[1430 2878],[ 0.90723884  0.9631727 ],[ 323 1781],[ 0.4028948  0.7727419]
CCC.mseed_1431000,[1792],[ 0.79681224],[301],[ 0.680924]
CCC.mseed_1434000,[324],[ 0.84517944],[725],[ 0.7181356]
CCC.mseed_1437000,[387],[ 0.97500527],[729],[ 0.81319165]
CCC.mseed_1440000,[ 309 1415],[ 0.9607886  0.9137115],[ 662 1756],[ 0.804771   0.7022066]
CCC.mseed_1443000,[439],[ 0.3113828],[778],[ 0.86676705]
CCC.mseed_1446000,[234],[ 0.96522075],[621],[ 0.78229564]
CCC.mseed_1449000,[357],[ 0.956883],[702],[ 0.7324638]
CCC.mseed_1452000,[1953 2093 2791],[ 0.48415086  0.43742543  0.3612409 ],[2297 2890],[ 0.7846935  0.7943946]
CCC.mseed_1455000,[ 300 2175],[ 0.72932744  0.9382179 ],[ 612 2487],[ 0.55738956  0.81304604]
CCC.mseed_1458000,[18],[ 0.9696286],[359],[ 0.8880811]
CCC.mseed_1461000,[],[],[],[]
CCC.mseed_1464000,[],[],[45],[ 0.6049196]
CCC.mseed_1467000,[],[],[],[]
CCC.mseed_1470000,[623],[ 0.5202432],[266 968],[ 0.7366746  0.7446   ]
CCC.mseed_1473000,[],[],[],[]
CCC.mseed_1476000,[192],[ 0.8619759],[ 529 2511],[ 0.77452296  0.30141115]
CCC.mseed_1479000,[ 455 1637],[ 0.6061558   0.65929675],[1076 1961],[ 0.58702284  0.64205086]
CCC.mseed_1482000,[1308],[ 0.9358892],[1661],[ 0.8479145]
CCC.mseed_1485000,[1482],[ 0.62901056],[1876],[ 0.7987442]
CCC.mseed_1488000,[36],[ 0.9328385],[395],[ 0.6908099]
CCC.mseed_1491000,[1159],[ 0.48988995],[ 153 1725 2463],[ 0.54759675  0.42334145  0.37161323]
CCC.mseed_1494000,[2107],[ 0.94169945],[ 556 2466],[ 0.85694975  0.74741447]
CCC.mseed_1497000,[1275 2197],[ 0.93961096  0.9045679 ],[1650 2550],[ 0.731098   0.7493994]
CCC.mseed_1500000,[2107 2816],[ 0.9305547   0.35470456],[2441],[ 0.72452414]
CCC.mseed_1503000,[1723],[ 0.91229486],[ 460 2049],[ 0.61496556  0.72983646]
CCC.mseed_1506000,[1428 2401],[ 0.9734359  0.8572599],[1786 2873],[ 0.7673077   0.49341792]
CCC.mseed_1509000,[2634],[ 0.94631344],[2983],[ 0.6635761]
CCC.mseed_1512000,[1363],[ 0.91639155],[  59 1726],[ 0.3219718   0.84282005]
CCC.mseed_1515000,[  29 1312 2954],[ 0.97720814  0.54214936  0.886051  ],[ 342 1654],[ 0.8463084   0.64277416]
CCC.mseed_1518000,[1712 1835 2956],[ 0.34824756  0.3372962   0.8890108 ],[],[]
CCC.mseed_1521000,[1148 2591],[ 0.46417716  0.9317806 ],[ 328 1457 2981],[ 0.7566417  0.7023724  0.7315674]
CCC.mseed_1524000,[518],[ 0.91593176],[870],[ 0.8985458]
CCC.mseed_1527000,[1052 1736],[ 0.9438472  0.9415354],[1404 2082],[ 0.7007896  0.7402715]
CCC.mseed_1530000,[1040],[ 0.38111976],[  59 1231],[ 0.3269358  0.3595934]
CCC.mseed_1533000,[675],[ 0.95464414],[1041],[ 0.80673885]
CCC.mseed_1536000,[93],[ 0.9777119],[509],[ 0.8443415]
CCC.mseed_1539000,[],[],[101],[ 0.7465712]
CCC.mseed_1542000,[26],[ 0.873959],[368 945],[ 0.8935909  0.377451 ]
CCC.mseed_1545000,[ 407 2035],[ 0.37656483  0.85686606],[ 961 2382],[ 0.82333034  0.5898047 ]
CCC.mseed_1548000,[1536 2836],[ 0.31508258  0.762326  ],[ 647 1885 2969],[ 0.41998318  0.8526134   0.6801723 ]
CCC.mseed_1551000,[1508],[ 0.92637324],[1868],[ 0.8534412]
CCC.mseed_1554000,[],[],[  93 2578],[ 0.42835942  0.5228743 ]
CCC.mseed_1557000,[ 763 2421],[ 0.32733527  0.5634697 ],[389 978],[ 0.6236727   0.64011395]
CCC.mseed_1560000,[ 170 2475],[ 0.571144    0.91700494],[ 175 1539 2809],[ 0.36582422  0.77547234  0.78608435]
CCC.mseed_1563000,[1780 2645],[ 0.95066017  0.8219783 ],[1293 2132],[ 0.5767409   0.87306577]
CCC.mseed_1566000,[1181 2534],[ 0.73596084  0.9134321 ],[2881],[ 0.85235053]
CCC.mseed_1569000,[2962],[ 0.9566083],[],[]
CCC.mseed_1572000,[],[],[320],[ 0.79403365]
CCC.mseed_1575000,[],[],[],[]
CCC.mseed_1578000,[1958],[ 0.97668445],[2299],[ 0.7870589]
CCC.mseed_1581000,[463],[ 0.8486835],[798],[ 0.72027016]
CCC.mseed_1584000,[],[],[],[]
CCC.mseed_1587000,[ 385 2439],[ 0.5719953   0.88104117],[ 754 2785],[ 0.7411521   0.75446075]
CCC.mseed_1590000,[],[],[840],[ 0.68834007]
CCC.mseed_1593000,[ 258 2363],[ 0.9733854  0.9560943],[ 594 2698],[ 0.8272576   0.83456296]
CCC.mseed_1596000,[2126],[ 0.84005874],[2554],[ 0.80238354]
CCC.mseed_1599000,[948],[ 0.97976685],[1304],[ 0.87338954]
CCC.mseed_1602000,[666],[ 0.8763264],[1006],[ 0.9058928]
CCC.mseed_1605000,[121],[ 0.9480702],[ 444 1611 2424],[ 0.41637984  0.4321442   0.6695442 ]
CCC.mseed_1608000,[2628],[ 0.9516569],[1137 2967],[ 0.61279    0.4446652]
CCC.mseed_1611000,[1925],[ 0.96822184],[2325],[ 0.80479866]
CCC.mseed_1614000,[2157 2265],[ 0.63368505  0.33051676],[  60 2636],[ 0.32052884  0.9104338 ]
CCC.mseed_1617000,[],[],[801],[ 0.7201916]
CCC.mseed_1620000,[1571 2505],[ 0.96833974  0.93160146],[2005 2820],[ 0.7964744  0.7290618]
CCC.mseed_1623000,[1917],[ 0.52150023],[2198],[ 0.915736]
CCC.mseed_1626000,[1801],[ 0.9726001],[2146],[ 0.91899836]
CCC.mseed_1629000,[2707],[ 0.95514375],[58],[ 0.6405735]
CCC.mseed_1632000,[1590],[ 0.9624199],[ 107 1954],[ 0.7107793   0.83391225]
CCC.mseed_1635000,[2181],[ 0.9675706],[2613],[ 0.8825731]
CCC.mseed_1638000,[],[],[],[]
CCC.mseed_1641000,[887],[ 0.9327518],[1237],[ 0.85754937]
CCC.mseed_1644000,[],[],[65],[ 0.32639384]
CCC.mseed_1647000,[1623],[ 0.92329705],[1968],[ 0.5690519]
CCC.mseed_1650000,[ 720 2925],[ 0.40459993  0.70499027],[1038],[ 0.8129532]
CCC.mseed_1653000,[1974],[ 0.9675647],[2314],[ 0.87606543]
CCC.mseed_1656000,[ 453 1808],[ 0.98347014  0.30002722],[810],[ 0.75695235]
CCC.mseed_1659000,[8],[ 0.90474194],[348],[ 0.7505311]
CCC.mseed_1662000,[916],[ 0.8057352],[2241],[ 0.30133516]
CCC.mseed_1665000,[718],[ 0.89272684],[1039],[ 0.51950663]
CCC.mseed_1668000,[],[],[ 42 392],[ 0.4920755  0.8566218]
CCC.mseed_1671000,[2020 2809],[ 0.3395967  0.9661844],[2341],[ 0.3808895]
CCC.mseed_1674000,[1701],[ 0.38767284],[ 167 2052],[ 0.48633164  0.5606375 ]
CCC.mseed_1677000,[1248],[ 0.8625447],[1600 2451],[ 0.54967475  0.32700792]
CCC.mseed_1680000,[ 768 2000],[ 0.9211855  0.8933453],[1185],[ 0.83029276]
CCC.mseed_1683000,[787],[ 0.9717766],[1121],[ 0.67633116]
CCC.mseed_1686000,[1869],[ 0.45038876],[2312],[ 0.5060426]
CCC.mseed_1689000,[ 683 1641],[ 0.891429   0.6304765],[1046 1753],[ 0.87467325  0.9018155 ]
CCC.mseed_1692000,[510],[ 0.96992534],[909],[ 0.79177886]
CCC.mseed_1695000,[],[],[71],[ 0.38676834]
CCC.mseed_1698000,[ 27 608],[ 0.9161469   0.30126613],[348 972],[ 0.5937231  0.800666 ]
CCC.mseed_1701000,[1141 2602],[ 0.81076694  0.9196593 ],[1486 2949],[ 0.818215    0.84927434]
CCC.mseed_1704000,[1434],[ 0.98165864],[1801],[ 0.8879349]
CCC.mseed_1707000,[],[],[],[]
CCC.mseed_1710000,[ 813 1604],[ 0.7895732  0.4708105],[1257 1723],[ 0.8538736  0.594338 ]
CCC.mseed_1713000,[  71  548 2436],[ 0.3435139   0.5032415   0.34081805],[1449 2535],[ 0.5478441   0.31197104]
CCC.mseed_1716000,[1296],[ 0.97736037],[1650],[ 0.876619]
CCC.mseed_1719000,[864],[ 0.9256682],[1220],[ 0.7566147]
CCC.mseed_1722000,[927],[ 0.98233956],[1305],[ 0.91562384]
CCC.mseed_1725000,[2459],[ 0.8980006],[2800],[ 0.8887217]
CCC.mseed_1728000,[],[],[],[]
CCC.mseed_1731000,[1856 2873],[ 0.32982948  0.34162137],[ 149 1321 1929],[ 0.6209443   0.4622234   0.47254813]
CCC.mseed_1734000,[],[],[2065],[ 0.5170445]
CCC.mseed_1737000,[ 695 2687],[ 0.69706     0.97033936],[1028],[ 0.6250618]
CCC.mseed_1740000,[2867],[ 0.98711246],[47],[ 0.8120293]
CCC.mseed_1743000,[2841],[ 0.45163032],[198],[ 0.95288914]
CCC.mseed_1746000,[],[],[221],[ 0.81910497]
CCC.mseed_1749000,[1754],[ 0.9219523],[2169],[ 0.7043219]
CCC.mseed_1752000,[2473],[ 0.45687324],[2825],[ 0.47799394]
CCC.mseed_1755000,[ 219 1404],[ 0.8885106  0.9455984],[ 613 1761],[ 0.7886277  0.7758692]
CCC.mseed_1758000,[],[],[1421],[ 0.4930783]
CCC.mseed_1761000,[1557],[ 0.45338097],[1977],[ 0.71350324]
CCC.mseed_1764000,[2454],[ 0.97387546],[2817],[ 0.7757046]
CCC.mseed_1767000,[2348],[ 0.978455],[ 875 2687],[ 0.46431637  0.45224956]
CCC.mseed_1770000,[762],[ 0.8457917],[1109],[ 0.860563]
CCC.mseed_1773000,[1731 1792],[ 0.48126665  0.4997153 ],[2061],[ 0.89224666]
CCC.mseed_1776000,[117],[ 0.7672219],[529],[ 0.6057337]
CCC.mseed_1779000,[1387],[ 0.42373943],[ 193 1861],[ 0.64893603  0.7852474 ]
CCC.mseed_1782000,[ 391 2419],[ 0.9451905   0.78350705],[ 750 2628],[ 0.7458863   0.50275594]
CCC.mseed_1785000,[244],[ 0.7745909],[583],[ 0.91199744]
CCC.mseed_1788000,[1822],[ 0.9557334],[2157],[ 0.3157333]
CCC.mseed_1791000,[383],[ 0.8424905],[726],[ 0.7548191]
CCC.mseed_1794000,[2068],[ 0.95924336],[2455],[ 0.7534672]
CCC.mseed_1797000,[],[],[45],[ 0.6531519]
CCC.mseed_1800000,[607],[ 0.9116414],[972],[ 0.8352813]
CCC.mseed_1803000,[ 193 1357],[ 0.9774819   0.57279253],[501],[ 0.877178]
CCC.mseed_1806000,[1562],[ 0.9484268],[ 245  864 2013],[ 0.67561895  0.46245763  0.7790767 ]
CCC.mseed_1809000,[ 204 1555],[ 0.9532327   0.94193435],[ 537 1895],[ 0.55145127  0.49268487]
CCC.mseed_1812000,[2173],[ 0.59276265],[1769 2538],[ 0.60576063  0.77105814]
CCC.mseed_1815000,[951],[ 0.96602213],[1289],[ 0.87224686]
CCC.mseed_1818000,[],[],[535],[ 0.4752211]
CCC.mseed_1821000,[ 598 1355],[ 0.92672855  0.36221373],[1020 1661],[ 0.8654622   0.86018443]
CCC.mseed_1824000,[1316],[ 0.9774621],[1688],[ 0.7894149]
CCC.mseed_1827000,[1437],[ 0.83170515],[],[]
CCC.mseed_1830000,[ 755 2696],[ 0.97740525  0.9671943 ],[1097],[ 0.77603525]
CCC.mseed_1833000,[],[],[53],[ 0.90549004]
CCC.mseed_1836000,[],[],[],[]
CCC.mseed_1839000,[23],[ 0.95476717],[445],[ 0.65734464]
CCC.mseed_1842000,[ 593 2538],[ 0.9580782  0.8699847],[ 953 2961],[ 0.6742616   0.76745504]
CCC.mseed_1845000,[],[],[2827],[ 0.41842085]
CCC.mseed_1848000,[ 182  888 2087],[ 0.9195109   0.74966836  0.94450927],[ 524 1224 2425],[ 0.9093263  0.7978309  0.5571351]
CCC.mseed_1851000,[1085 2309],[ 0.92553645  0.30243286],[1418 2409],[ 0.8444379  0.303452 ]
CCC.mseed_1854000,[1176],[ 0.40913317],[],[]
CCC.mseed_1857000,[1207],[ 0.966692],[1571],[ 0.9192964]
CCC.mseed_1860000,[446],[ 0.95350456],[793],[ 0.82203764]
CCC.mseed_1863000,[210],[ 0.94089395],[572],[ 0.81260306]
CCC.mseed_1866000,[],[],[714],[ 0.7446251]
CCC.mseed_1869000,[ 664 1605],[ 0.88277054  0.5024219 ],[1105 2025],[ 0.5840883  0.3362348]
CCC.mseed_1872000,[1435],[ 0.78172225],[1900],[ 0.5524977]
CCC.mseed_1875000,[],[],[],[]
CCC.mseed_1878000,[],[],[],[]
CCC.mseed_1881000,[],[],[],[]
CCC.mseed_1884000,[],[],[],[]
CCC.mseed_1887000,[],[],[],[]
CCC.mseed_1890000,[1475],[ 0.8059543],[  85 1914],[ 0.6948119   0.68809783]
CCC.mseed_1893000,[944],[ 0.96932834],[1302],[ 0.94383]
CCC.mseed_1896000,[ 80 903],[ 0.8752979  0.6770274],[ 433 1260],[ 0.56747305  0.75232816]
CCC.mseed_1899000,[ 710 2316],[ 0.84348464  0.82465607],[1254 2664],[ 0.7960712   0.79783744]
CCC.mseed_1902000,[2296],[ 0.8969351],[2662],[ 0.9108894]
CCC.mseed_1905000,[1136],[ 0.7148705],[1548],[ 0.81464976]
CCC.mseed_1908000,[2255],[ 0.9216201],[2605],[ 0.90927356]
CCC.mseed_1911000,[],[],[49],[ 0.70741993]
CCC.mseed_1914000,[1413],[ 0.782662],[1765],[ 0.8618535]
CCC.mseed_1917000,[1483 2712],[ 0.9637969  0.5544307],[1796],[ 0.78356004]
CCC.mseed_1920000,[27],[ 0.9733402],[398],[ 0.8472326]
CCC.mseed_1923000,[134],[ 0.964732],[470],[ 0.907299]
CCC.mseed_1926000,[],[],[],[]
CCC.mseed_1929000,[],[],[343],[ 0.4668929]
CCC.mseed_1932000,[1459],[ 0.3862581],[],[]
CCC.mseed_1935000,[],[],[429],[ 0.69823587]
CCC.mseed_1938000,[1380],[ 0.93642056],[1737],[ 0.872448]
CCC.mseed_1941000,[ 304  764 2304 2906],[ 0.6301692   0.52154845  0.80989796  0.8996622 ],[ 391 1092 2407],[ 0.5142819  0.4974672  0.4578647]
CCC.mseed_1944000,[],[],[254],[ 0.785124]
CCC.mseed_1947000,[],[],[1524],[ 0.55810446]
